RepRapFirmware height map file v2 generated at 2022-01-26 20:30
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
15.00,200.00,0.00,190.00,-1.00,92.49,94.99,3,3
  0.045,  0.172, -0.020
 -0.240,  0.140, -0.237
 -0.118,  0.255, -0.175
