RepRapFirmware height map file v2 generated at 2024-03-12 19:31, min error -0.342, max error 0.087, mean -0.162, deviation 0.137
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,15.00,200.00,15.00,190.00,-1.00,92.49,87.49,3,3
 -0.217,  0.087, -0.235
 -0.210, -0.007, -0.292
 -0.222, -0.022, -0.342
