Sample,Timestamp,Measured Motor Steps,Target Motor Steps
0,0.05,-3740.32,-3868.17
1,4.05,-3740.31,-3868.17
2,8.07,-3740.33,-3868.17
3,12.07,-3740.33,-3868.17
4,16.09,-3740.33,-3868.17
5,20.10,-3740.36,-3868.17
6,24.04,-3740.34,-3868.17
7,28.04,-3740.33,-3868.17
8,32.06,-3740.32,-3868.17
9,36.09,-3740.28,-3868.17
10,40.09,-3740.33,-3868.17
11,44.09,-3740.31,-3868.17
12,48.09,-3740.34,-3868.17
13,52.09,-3740.36,-3868.17
14,56.11,-3740.32,-3868.17
15,60.11,-3740.34,-3868.17
16,64.05,-3740.32,-3868.17
17,68.06,-3740.33,-3868.17
18,72.07,-3740.37,-3868.17
19,76.08,-3740.33,-3868.17
20,80.10,-3740.31,-3868.17
21,84.04,-3740.31,-3868.17
22,88.07,-3740.33,-3868.17
23,92.08,-3740.36,-3868.17
24,96.09,-3740.31,-3868.17
25,100.04,-3740.33,-3868.17
26,104.05,-3740.31,-3868.17
27,108.06,-3740.31,-3868.17
28,112.07,-3740.31,-3868.17
29,116.09,-3740.34,-3868.17
30,120.11,-3740.33,-3868.17
31,124.05,-3740.34,-3868.17
32,128.07,-3740.34,-3868.17
33,132.09,-3740.33,-3868.17
34,136.04,-3740.31,-3868.17
35,140.11,-3740.34,-3868.17
36,144.04,-3740.33,-3868.17
37,148.06,-3740.33,-3868.17
38,152.07,-3740.34,-3868.17
39,156.09,-3740.31,-3868.17
40,160.10,-3740.31,-3868.17
41,164.10,-3740.33,-3868.17
42,168.11,-3740.37,-3868.17
43,172.06,-3740.32,-3868.17
44,176.09,-3740.37,-3868.17
45,180.04,-3740.33,-3868.17
46,184.06,-3740.31,-3868.17
47,188.08,-3740.37,-3868.17
48,192.09,-3740.36,-3868.17
49,196.10,-3740.31,-3868.17
50,200.04,-3740.31,-3868.17
51,204.08,-3740.34,-3868.17
52,208.10,-3740.32,-3868.17
53,212.10,-3740.31,-3868.17
54,216.04,-3740.33,-3868.17
55,220.06,-3740.34,-3868.17
56,224.07,-3740.31,-3868.17
57,228.08,-3740.32,-3868.17
58,232.10,-3740.33,-3868.17
59,236.11,-3740.32,-3868.17
60,240.11,-3740.34,-3868.17
61,244.04,-3740.34,-3868.17
62,248.03,-3740.34,-3868.17
63,252.04,-3740.28,-3868.17
64,256.06,-3740.39,-3868.17
65,260.08,-3740.33,-3868.17
66,264.08,-3740.31,-3868.17
67,268.08,-3740.33,-3868.17
68,272.11,-3740.36,-3868.17
69,276.05,-3740.33,-3868.17
70,280.07,-3740.34,-3868.17
71,284.09,-3740.32,-3868.17
72,288.08,-3740.32,-3868.17
73,292.06,-3740.33,-3868.17
74,296.10,-3740.33,-3868.17
75,300.06,-3740.34,-3868.17
76,304.09,-3740.32,-3868.17
77,308.07,-3740.32,-3868.17
78,312.10,-3740.36,-3868.17
79,316.04,-3740.33,-3868.17
80,320.11,-3740.32,-3868.17
81,324.06,-3740.33,-3868.17
82,328.04,-3740.33,-3868.17
83,332.11,-3740.33,-3868.18
84,336.12,-3740.33,-3868.22
85,340.08,-3740.33,-3868.31
86,344.09,-3740.37,-3868.45
87,348.08,-3740.33,-3868.64
88,352.08,-3740.31,-3868.88
89,356.10,-3740.34,-3869.17
90,360.09,-3740.33,-3869.51
91,364.05,-3740.33,-3869.89
92,368.04,-3740.36,-3870.33
93,372.05,-3740.34,-3870.82
94,376.07,-3740.31,-3871.37
95,380.07,-3740.33,-3871.96
96,384.07,-3740.31,-3872.60
97,388.08,-3740.34,-3873.29
98,392.07,-3740.37,-3874.03
99,396.05,-3740.28,-3874.81
100,400.06,-3740.39,-3875.66
101,404.06,-3740.28,-3876.54
102,408.05,-3740.36,-3877.38
103,412.04,-3740.33,-3878.18
104,416.12,-3740.31,-3878.94
105,420.04,-3740.38,-3879.63
106,424.04,-3740.31,-3880.28
107,428.11,-3740.31,-3880.89
108,432.10,-3740.31,-3881.43
109,436.12,-3740.32,-3881.93
110,440.11,-3740.34,-3882.38
111,444.05,-3740.32,-3882.77
112,448.04,-3740.37,-3883.12
113,452.04,-3740.36,-3883.42
114,456.04,-3740.33,-3883.67
115,460.05,-3740.31,-3883.87
116,464.06,-3740.33,-3884.02
117,468.08,-3740.31,-3884.12
118,472.08,-3740.32,-3884.17
119,476.08,-3740.31,-3884.17
120,480.09,-3740.31,-3884.17
121,484.10,-3740.34,-3884.17
122,488.11,-3740.34,-3884.17
123,492.05,-3740.31,-3884.17
124,496.07,-3740.36,-3884.17
125,500.08,-3740.32,-3884.17
126,504.09,-3740.32,-3884.17
127,508.11,-3740.37,-3884.17
128,512.11,-3740.32,-3884.17
129,516.06,-3740.32,-3884.17
130,520.07,-3740.31,-3884.17
131,524.07,-3740.33,-3884.17
132,528.09,-3740.33,-3884.17
133,532.09,-3740.33,-3884.17
134,536.11,-3740.32,-3884.17
135,540.11,-3740.34,-3884.17
136,544.06,-3740.33,-3884.17
137,548.10,-3740.32,-3884.17
138,552.04,-3740.32,-3884.17
139,556.05,-3740.34,-3884.17
140,560.06,-3740.34,-3884.17
141,564.09,-3740.31,-3884.17
142,568.07,-3740.36,-3884.17
143,572.09,-3740.34,-3884.17
144,576.10,-3740.32,-3884.17
145,580.11,-3740.27,-3884.17
146,584.04,-3740.37,-3884.17
147,588.04,-3740.36,-3884.17
148,592.07,-3740.34,-3884.17
149,596.08,-3740.36,-3884.17
150,600.09,-3740.32,-3884.17
151,604.09,-3740.36,-3884.17
152,608.04,-3740.37,-3884.17
153,612.07,-3740.36,-3884.17
154,616.09,-3740.32,-3884.17
155,620.10,-3740.34,-3884.17
156,624.10,-3740.31,-3884.17
157,628.06,-3740.33,-3884.17
158,632.07,-3740.33,-3884.17
159,636.04,-3740.33,-3884.17
160,640.07,-3740.33,-3884.17
161,644.10,-3740.32,-3884.17
162,648.10,-3740.32,-3884.17
163,652.06,-3740.32,-3884.17
164,656.08,-3740.33,-3884.17
165,660.09,-3740.32,-3884.17
166,664.10,-3740.34,-3884.17
167,668.09,-3740.34,-3884.17
168,672.11,-3740.37,-3884.17
169,676.06,-3740.33,-3884.17
170,680.09,-3740.33,-3884.17
171,684.11,-3740.34,-3884.17
172,688.07,-3740.34,-3884.17
173,692.08,-3740.33,-3884.17
174,696.11,-3740.34,-3884.17
175,700.06,-3740.32,-3884.17
176,704.08,-3740.32,-3884.17
177,708.08,-3740.36,-3884.17
178,712.09,-3740.33,-3884.17
179,716.11,-3740.33,-3884.17
180,720.10,-3740.33,-3884.17
181,724.04,-3740.31,-3884.17
182,728.06,-3740.34,-3884.17
183,732.07,-3740.34,-3884.17
184,736.08,-3740.31,-3884.17
185,740.10,-3740.31,-3884.17
186,744.10,-3740.28,-3884.17
187,748.04,-3740.36,-3884.17
188,752.11,-3740.33,-3884.17
189,756.04,-3740.34,-3884.17
190,760.04,-3740.33,-3884.17
191,764.08,-3740.31,-3884.17
192,768.08,-3740.33,-3884.17
193,772.09,-3740.33,-3884.17
194,776.04,-3740.33,-3884.17
195,780.04,-3740.32,-3884.17
196,784.06,-3740.31,-3884.17
197,788.07,-3740.31,-3884.17
198,792.09,-3740.32,-3884.17
199,796.04,-3740.32,-3884.17
200,800.05,-3740.28,-3884.17
201,804.06,-3740.32,-3884.17
202,808.09,-3740.34,-3884.17
203,812.10,-3740.33,-3884.17
204,816.05,-3740.34,-3884.17
205,820.08,-3740.32,-3884.17
206,824.08,-3740.32,-3884.17
207,828.10,-3740.33,-3884.17
208,832.04,-3740.33,-3884.17
209,836.04,-3740.32,-3884.17
210,840.06,-3740.33,-3884.17
211,844.09,-3740.34,-3884.17
212,848.10,-3740.32,-3884.17
213,852.05,-3740.32,-3884.17
214,856.07,-3740.38,-3884.17
215,860.09,-3740.33,-3884.17
216,864.09,-3740.31,-3884.17
217,868.10,-3740.36,-3884.17
218,872.07,-3740.32,-3884.17
219,876.08,-3740.33,-3884.17
220,880.09,-3740.27,-3884.17
221,884.04,-3740.34,-3884.17
222,888.08,-3740.33,-3884.17
223,892.06,-3740.34,-3884.17
224,896.08,-3740.34,-3884.17
225,900.09,-3740.33,-3884.17
226,904.10,-3740.31,-3884.17
227,908.04,-3740.32,-3884.17
228,912.11,-3740.33,-3884.17
229,916.05,-3740.34,-3884.17
230,920.06,-3740.33,-3884.17
231,924.08,-3740.33,-3884.17
232,928.09,-3740.33,-3884.17
233,932.09,-3740.34,-3884.17
234,936.11,-3740.34,-3884.17
235,940.05,-3740.32,-3884.17
236,944.05,-3740.28,-3884.17
237,948.07,-3740.33,-3884.17
238,952.08,-3740.33,-3884.17
239,956.10,-3740.32,-3884.17
240,960.03,-3740.34,-3884.17
241,964.05,-3740.32,-3884.17
242,968.05,-3740.31,-3884.17
243,972.10,-3740.36,-3884.17
244,976.04,-3740.32,-3884.17
245,980.09,-3740.32,-3884.17
246,984.10,-3740.32,-3884.17
247,988.11,-3740.33,-3884.17
248,992.05,-3740.34,-3884.17
249,996.06,-3740.31,-3884.17
250,1000.07,-3740.36,-3884.17
251,1004.09,-3740.33,-3884.17
252,1008.04,-3740.26,-3884.17
253,1012.06,-3740.33,-3884.17
254,1016.06,-3740.33,-3884.17
255,1020.08,-3740.33,-3884.17
256,1024.11,-3740.31,-3884.17
257,1028.05,-3740.31,-3884.17
258,1032.05,-3740.31,-3884.17
259,1036.07,-3740.34,-3884.17
260,1040.07,-3740.31,-3884.17
261,1044.08,-3740.32,-3884.17
262,1048.10,-3740.34,-3884.17
263,1052.03,-3740.31,-3884.17
264,1056.06,-3740.34,-3884.17
265,1060.06,-3740.33,-3884.17
266,1064.08,-3740.32,-3884.17
267,1068.11,-3740.31,-3884.17
268,1072.05,-3740.28,-3884.17
269,1076.06,-3740.31,-3884.17
270,1080.06,-3740.34,-3884.17
271,1084.09,-3740.34,-3884.17
272,1088.06,-3740.33,-3884.17
273,1092.08,-3740.33,-3884.17
274,1096.08,-3740.33,-3884.17
275,1100.10,-3740.27,-3884.17
276,1104.03,-3740.34,-3884.17
277,1108.06,-3740.28,-3884.17
278,1112.08,-3740.34,-3884.17
279,1116.09,-3740.32,-3884.17
280,1120.04,-3740.36,-3884.17
281,1124.05,-3740.36,-3884.17
282,1128.06,-3740.33,-3884.17
283,1132.07,-3740.37,-3884.17
284,1136.08,-3740.33,-3884.17
285,1140.10,-3740.36,-3884.17
286,1144.05,-3740.36,-3884.17
287,1148.06,-3740.32,-3884.17
288,1152.07,-3740.31,-3884.17
289,1156.10,-3740.28,-3884.17
290,1160.05,-3740.32,-3884.17
291,1164.04,-3740.33,-3884.17
292,1168.07,-3740.32,-3884.17
293,1172.07,-3740.32,-3884.17
294,1176.09,-3740.36,-3884.17
295,1180.09,-3740.37,-3884.17
296,1184.09,-3740.34,-3884.17
297,1188.04,-3740.36,-3884.17
298,1192.05,-3740.33,-3884.17
299,1196.06,-3740.28,-3884.17
300,1200.09,-3740.38,-3884.17
301,1204.10,-3740.31,-3884.17
302,1208.04,-3740.31,-3884.17
303,1212.06,-3740.32,-3884.17
304,1216.06,-3740.31,-3884.17
305,1220.09,-3740.37,-3884.17
306,1224.09,-3740.34,-3884.17
307,1228.03,-3740.39,-3884.17
308,1232.05,-3740.32,-3884.17
309,1236.05,-3740.31,-3884.17
310,1240.08,-3740.36,-3884.17
311,1244.10,-3740.31,-3884.17
312,1248.04,-3740.34,-3884.17
313,1252.05,-3740.37,-3884.17
314,1256.06,-3740.31,-3884.17
315,1260.08,-3740.31,-3884.17
316,1264.09,-3740.31,-3884.17
317,1268.10,-3740.33,-3884.17
318,1272.05,-3740.33,-3884.17
319,1276.04,-3740.32,-3884.17
320,1280.05,-3740.31,-3884.17
321,1284.08,-3740.28,-3884.17
322,1288.11,-3740.36,-3884.17
323,1292.04,-3740.31,-3884.17
324,1296.04,-3740.34,-3884.17
325,1300.09,-3740.34,-3884.17
326,1304.04,-3740.34,-3884.17
327,1308.04,-3740.32,-3884.17
328,1312.06,-3740.33,-3884.17
329,1316.06,-3740.36,-3884.17
330,1320.08,-3740.31,-3884.17
331,1324.09,-3740.32,-3884.17
332,1328.04,-3740.33,-3884.17
333,1332.05,-3740.31,-3884.17
334,1336.07,-3740.31,-3884.17
335,1340.07,-3740.32,-3884.17
336,1344.08,-3740.32,-3884.17
