Sample,Timestamp,Measured Motor Steps,Target Motor Steps
103,412.07,-3740.32,-3852.17
104,416.07,-3740.33,-3852.17
105,420.09,-3740.33,-3852.17
106,424.11,-3740.34,-3852.17
107,428.05,-3740.33,-3852.17
108,432.07,-3740.32,-3852.17
109,436.11,-3740.31,-3852.17
110,440.06,-3740.32,-3852.17
111,444.07,-3740.33,-3852.17
112,448.08,-3740.33,-3852.17
113,452.10,-3740.32,-3852.17
114,456.03,-3740.36,-3852.17
115,460.04,-3740.31,-3852.17
116,464.04,-3740.33,-3852.17
117,468.06,-3740.36,-3852.17
118,472.07,-3740.38,-3852.17
119,476.11,-3740.32,-3852.17
120,480.05,-3740.32,-3852.17
121,484.05,-3740.34,-3852.17
122,488.07,-3740.31,-3852.17
123,492.09,-3740.26,-3852.17
124,496.11,-3740.32,-3852.17
125,500.11,-3740.33,-3852.17
126,504.10,-3740.32,-3852.17
127,508.04,-3740.32,-3852.17
128,512.07,-3740.32,-3852.17
129,516.10,-3740.37,-3852.17
130,520.09,-3740.27,-3852.17
131,524.04,-3740.32,-3852.17
132,528.04,-3740.28,-3852.17
133,532.11,-3740.34,-3852.17
134,536.07,-3740.33,-3852.17
135,540.07,-3740.31,-3852.17
136,544.10,-3740.33,-3852.17
137,548.04,-3740.33,-3852.17
138,552.07,-3740.34,-3852.17
139,556.05,-3740.33,-3852.17
140,560.09,-3740.28,-3852.17
141,564.08,-3740.33,-3852.17
142,568.09,-3740.34,-3852.17
143,572.09,-3740.31,-3852.17
144,576.04,-3740.31,-3852.17
145,580.05,-3740.34,-3852.17
146,584.09,-3740.28,-3852.17
147,588.08,-3740.33,-3852.17
148,592.11,-3740.34,-3852.17
149,596.05,-3740.31,-3852.17
150,600.07,-3740.33,-3852.17
151,604.09,-3740.34,-3852.17
152,608.10,-3740.33,-3852.17
153,612.04,-3740.32,-3852.17
154,616.05,-3740.34,-3852.17
155,620.07,-3740.33,-3852.17
156,624.08,-3740.34,-3852.17
157,628.09,-3740.32,-3852.17
158,632.11,-3740.28,-3852.17
159,636.05,-3740.34,-3852.17
160,640.05,-3740.34,-3852.17
161,644.05,-3740.32,-3852.17
162,648.06,-3740.33,-3852.17
163,652.08,-3740.33,-3852.17
164,656.10,-3740.27,-3852.17
165,660.10,-3740.32,-3852.17
166,664.05,-3740.27,-3852.17
167,668.07,-3740.36,-3852.17
168,672.09,-3740.31,-3852.17
169,676.10,-3740.33,-3852.17
170,680.05,-3740.32,-3852.17
171,684.05,-3740.31,-3852.17
172,688.05,-3740.31,-3852.17
173,692.06,-3740.31,-3852.17
174,696.10,-3740.34,-3852.17
175,700.08,-3740.32,-3852.17
176,704.04,-3740.34,-3852.17
177,708.07,-3740.33,-3852.17
178,712.08,-3740.28,-3852.17
179,716.10,-3740.31,-3852.17
180,720.10,-3740.34,-3852.17
181,724.05,-3740.33,-3852.17
182,728.06,-3740.34,-3852.17
183,732.07,-3740.32,-3852.17
184,736.10,-3740.37,-3852.17
185,740.06,-3740.31,-3852.17
186,744.09,-3740.31,-3852.17
187,748.11,-3740.33,-3852.17
188,752.11,-3740.33,-3852.17
189,756.10,-3740.32,-3852.17
190,760.09,-3740.34,-3852.17
191,764.11,-3740.31,-3852.17
192,768.05,-3740.28,-3852.17
193,772.07,-3740.34,-3852.17
194,776.07,-3740.36,-3852.17
195,780.08,-3740.32,-3852.17
196,784.11,-3740.33,-3852.17
197,788.05,-3740.34,-3852.17
198,792.06,-3740.36,-3852.17
199,796.07,-3740.32,-3852.17
200,800.09,-3740.28,-3852.17
201,804.10,-3740.32,-3852.17
202,808.10,-3740.31,-3852.17
203,812.10,-3740.32,-3852.17
204,816.10,-3740.31,-3852.17
205,820.11,-3740.34,-3852.17
206,824.04,-3740.36,-3852.17
207,828.07,-3740.37,-3852.17
208,832.07,-3740.37,-3852.17
209,836.10,-3740.32,-3852.17
210,840.05,-3740.34,-3852.17
211,844.07,-3740.34,-3852.17
212,848.08,-3740.32,-3852.17
213,852.09,-3740.28,-3852.17
214,856.10,-3740.34,-3852.17
215,860.04,-3740.31,-3852.17
216,864.11,-3740.32,-3852.17
217,868.05,-3740.37,-3852.17
218,872.06,-3740.32,-3852.17
219,876.09,-3740.28,-3852.17
220,880.04,-3740.33,-3852.17
221,884.08,-3740.34,-3852.17
222,888.11,-3740.34,-3852.17
223,892.05,-3740.33,-3852.17
224,896.07,-3740.32,-3852.17
225,900.08,-3740.36,-3852.17
226,904.09,-3740.32,-3852.17
227,908.10,-3740.31,-3852.17
228,912.05,-3740.32,-3852.17
229,916.06,-3740.34,-3852.17
230,920.07,-3740.31,-3852.17
231,924.10,-3740.36,-3852.17
232,928.05,-3740.32,-3852.17
233,932.07,-3740.36,-3852.17
234,936.07,-3740.34,-3852.17
235,940.09,-3740.32,-3852.17
236,944.06,-3740.33,-3852.17
237,948.07,-3740.32,-3852.17
238,952.07,-3740.33,-3852.17
239,956.09,-3740.33,-3852.17
240,960.11,-3740.33,-3852.17
241,964.06,-3740.33,-3852.17
242,968.08,-3740.32,-3852.17
243,972.08,-3740.34,-3852.17
244,976.08,-3740.32,-3852.17
245,980.11,-3740.33,-3852.17
246,984.04,-3740.28,-3852.17
247,988.04,-3740.28,-3852.17
248,992.07,-3740.36,-3852.17
249,996.08,-3740.32,-3852.17
250,1000.10,-3740.34,-3852.17
251,1004.10,-3740.33,-3852.17
252,1008.05,-3740.36,-3852.17
253,1012.07,-3740.33,-3852.17
254,1016.09,-3740.33,-3852.17
255,1020.03,-3740.31,-3852.17
256,1024.05,-3740.32,-3852.17
257,1028.06,-3740.33,-3852.17
258,1032.07,-3740.34,-3852.17
259,1036.10,-3740.33,-3852.17
260,1040.05,-3740.38,-3852.17
261,1044.05,-3740.34,-3852.17
262,1048.05,-3740.34,-3852.17
263,1052.09,-3740.31,-3852.17
264,1056.10,-3740.34,-3852.17
265,1060.05,-3740.33,-3852.17
266,1064.05,-3740.31,-3852.17
267,1068.03,-3740.33,-3852.17
268,1072.06,-3740.31,-3852.17
269,1076.06,-3740.34,-3852.17
270,1080.07,-3740.34,-3852.17
271,1084.08,-3740.28,-3852.17
272,1088.09,-3740.36,-3852.17
273,1092.10,-3740.34,-3852.17
274,1096.10,-3740.27,-3852.17
275,1100.05,-3740.34,-3852.17
276,1104.05,-3740.32,-3852.17
277,1108.07,-3740.31,-3852.17
278,1112.09,-3740.33,-3852.17
279,1116.11,-3740.32,-3852.17
280,1120.06,-3740.28,-3852.17
281,1124.07,-3740.33,-3852.17
282,1128.08,-3740.33,-3852.17
283,1132.09,-3740.34,-3852.17
284,1136.04,-3740.32,-3852.17
285,1140.07,-3740.32,-3852.17
286,1144.08,-3740.33,-3852.17
287,1148.09,-3740.28,-3852.17
288,1152.11,-3740.32,-3852.17
289,1156.04,-3740.32,-3852.17
290,1160.04,-3740.32,-3852.17
291,1164.05,-3740.36,-3852.17
292,1168.05,-3740.34,-3852.17
293,1172.06,-3740.32,-3852.17
294,1176.06,-3740.31,-3852.17
295,1180.05,-3740.33,-3852.17
296,1184.07,-3740.33,-3852.17
297,1188.08,-3740.36,-3852.17
298,1192.09,-3740.31,-3852.17
299,1196.04,-3740.31,-3852.17
300,1200.04,-3740.36,-3852.17
301,1204.04,-3740.33,-3852.17
302,1208.06,-3740.33,-3852.17
303,1212.08,-3740.34,-3852.17
304,1216.09,-3740.33,-3852.17
305,1220.11,-3740.28,-3852.17
306,1224.05,-3740.34,-3852.17
307,1228.06,-3740.34,-3852.17
308,1232.08,-3740.33,-3852.17
309,1236.09,-3740.32,-3852.17
310,1240.10,-3740.32,-3852.17
311,1244.04,-3740.34,-3852.17
312,1248.07,-3740.33,-3852.17
313,1252.07,-3740.34,-3852.17
314,1256.08,-3740.31,-3852.17
315,1260.10,-3740.34,-3852.17
316,1264.04,-3740.36,-3852.17
317,1268.06,-3740.34,-3852.17
318,1272.07,-3740.36,-3852.17
319,1276.09,-3740.33,-3852.17
320,1280.04,-3740.33,-3852.17
321,1284.11,-3740.34,-3852.17
322,1288.05,-3740.32,-3852.17
323,1292.07,-3740.31,-3852.17
324,1296.10,-3740.33,-3852.17
325,1300.10,-3740.37,-3852.17
326,1304.05,-3740.32,-3852.17
327,1308.08,-3740.33,-3852.17
Data lost
