Sample,X,Y,Z
208,-0.047,-0.266,0.879
209,0.074,-0.246,0.875
210,0.148,-0.129,0.812
211,0.062,-0.141,0.898
212,-0.055,-0.301,0.898
213,-0.160,-0.172,0.828
214,-0.074,-0.012,0.938
215,0.023,-0.008,0.883
216,-0.012,-0.137,0.859
217,-0.074,-0.266,0.977
218,0.027,-0.195,0.977
219,0.082,-0.051,0.906
220,0.137,-0.332,0.922
221,0.043,-0.410,0.816
222,-0.035,-0.348,0.941
223,0.000,-0.230,1.090
224,0.008,-0.105,1.070
225,-0.004,-0.293,1.074
226,-0.090,-0.273,0.953
227,-0.035,-0.121,0.988
228,0.047,-0.191,1.062
229,0.047,-0.344,1.008
230,0.043,-0.418,1.062
231,0.047,-0.121,1.051
232,0.012,-0.035,0.984
233,-0.008,-0.238,0.887
234,-0.031,-0.242,0.867
235,0.016,0.102,1.062
236,0.004,0.262,1.082
237,-0.113,-0.082,0.977
238,-0.055,-0.293,0.914
239,-0.008,0.023,0.875
240,0.035,0.086,0.938
241,0.055,-0.086,0.848
242,0.086,-0.133,0.859
243,0.066,-0.012,1.023
244,-0.059,0.035,0.973
245,-0.094,-0.164,0.992
246,0.012,-0.090,1.047
247,0.059,-0.004,1.043
248,0.000,0.016,1.008
249,-0.035,-0.141,1.031
250,-0.035,-0.156,0.992
251,0.012,-0.160,1.035
252,0.039,-0.195,1.062
253,0.043,-0.074,1.062
254,0.066,-0.102,1.098
255,0.086,-0.105,1.012
256,0.027,-0.047,1.008
257,-0.074,-0.059,1.031
258,-0.121,-0.125,0.965
259,-0.012,-0.168,0.984
260,0.090,-0.102,0.980
261,0.129,-0.133,0.945
262,0.027,-0.121,0.898
263,-0.051,-0.188,0.895
264,-0.102,-0.176,0.941
265,-0.117,-0.203,0.914
266,-0.055,-0.121,0.926
267,-0.023,0.004,0.992
268,0.062,-0.203,0.945
269,0.094,-0.309,0.844
270,0.082,-0.250,0.941
271,0.031,-0.238,0.930
272,-0.094,-0.273,0.883
273,-0.031,-0.332,0.926
274,0.043,-0.230,0.898
275,0.070,-0.090,0.992
276,0.020,-0.070,1.043
277,-0.047,-0.215,1.051
278,-0.086,-0.309,1.090
279,-0.090,-0.211,1.027
280,0.012,-0.164,0.996
281,0.090,-0.164,0.984
282,0.105,-0.203,1.023
283,0.062,-0.203,1.012
284,-0.012,-0.219,1.016
285,-0.023,-0.180,1.027
286,0.051,-0.090,0.953
287,0.020,-0.012,0.883
288,-0.066,-0.066,0.914
289,-0.031,-0.070,0.910
290,-0.012,-0.066,0.863
291,0.016,-0.172,0.898
292,0.008,-0.055,0.871
293,0.016,-0.051,0.914
294,-0.008,-0.043,0.895
295,0.043,-0.152,0.973
296,0.027,-0.117,1.016
297,0.000,0.105,1.055
298,0.055,0.113,1.102
299,0.004,-0.176,1.031
300,-0.066,-0.246,1.043
301,-0.027,-0.121,1.121
302,0.031,0.008,1.074
303,0.062,-0.004,1.027
304,0.094,-0.125,0.996
305,0.023,-0.156,0.906
306,-0.055,-0.082,1.004
307,0.012,-0.176,1.105
308,0.008,-0.086,1.023
309,0.012,-0.195,1.090
310,0.000,-0.121,0.996
311,-0.008,-0.012,0.914
312,0.012,-0.199,0.918
313,0.020,-0.102,0.875
314,-0.012,-0.035,0.988
315,-0.035,-0.219,0.957
316,0.004,-0.188,0.973
317,0.016,-0.141,0.969
318,0.012,-0.156,0.883
319,-0.070,0.023,0.812
320,-0.035,-0.055,0.848
321,0.016,-0.203,0.855
322,0.004,-0.273,0.875
323,0.023,-0.219,1.008
324,0.062,-0.090,1.070
325,0.020,-0.262,0.957
326,-0.016,-0.379,0.926
327,-0.055,-0.195,0.996
328,0.012,-0.090,1.016
