RepRapFirmware height map file v2 generated at 2025-04-06 14:57, min error -0.475, max error 0.020, mean -0.196, deviation 0.170
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,15.00,200.00,15.00,190.00,-1.00,92.49,87.49,3,3
 -0.120,  0.020, -0.387
 -0.140,  0.003, -0.392
 -0.188, -0.087, -0.475
