Sample,X,Y,Z
358,0.074,-0.059,0.969
359,0.051,0.016,0.926
360,0.039,-0.066,0.945
361,-0.016,-0.098,0.914
362,-0.031,-0.086,0.980
363,-0.051,-0.004,0.926
364,-0.059,0.055,0.898
365,0.016,-0.051,1.016
366,0.000,-0.027,0.934
367,0.027,-0.078,0.953
368,0.062,0.023,0.945
369,0.043,-0.055,0.992
370,0.055,-0.062,0.977
371,0.031,-0.047,0.918
372,0.035,-0.137,0.992
373,0.000,-0.023,0.938
374,-0.012,-0.059,0.949
375,-0.043,0.008,0.977
376,-0.004,0.055,0.988
377,-0.062,-0.023,0.938
378,0.027,-0.074,1.000
379,0.027,-0.094,0.957
380,0.051,-0.055,0.977
381,0.086,-0.047,0.996
382,0.020,0.012,0.902
383,0.066,-0.164,1.023
384,-0.012,-0.012,0.914
385,-0.066,-0.043,0.934
386,-0.023,0.070,0.922
387,-0.059,-0.012,0.945
388,0.012,-0.066,1.012
389,-0.027,0.059,0.883
390,0.035,-0.062,0.988
391,0.051,-0.098,1.008
392,0.027,-0.059,0.922
393,0.105,-0.062,0.992
394,0.035,-0.023,0.973
395,0.039,-0.070,0.957
396,-0.012,-0.043,0.930
397,-0.023,-0.020,0.941
398,0.008,0.027,0.973
399,-0.039,0.004,0.961
400,-0.008,-0.066,0.938
401,0.016,-0.102,0.996
402,0.023,-0.027,0.938
403,0.082,-0.027,0.973
404,0.051,-0.043,0.941
405,0.051,-0.047,0.969
406,0.016,-0.062,0.984
407,-0.074,-0.016,0.895
408,-0.035,-0.066,0.945
409,-0.023,0.004,0.984
410,0.008,-0.035,0.980
411,0.031,0.047,0.930
412,0.008,0.004,0.914
413,0.031,-0.094,0.996
414,0.000,-0.098,0.957
415,0.047,0.008,0.922
416,0.012,0.000,0.996
417,0.000,-0.082,1.000
418,0.031,-0.066,0.926
419,-0.016,0.027,0.918
420,-0.004,-0.066,1.020
421,-0.020,0.004,0.941
422,-0.012,-0.027,0.945
423,0.012,-0.055,0.988
424,0.062,-0.117,1.012
425,0.059,0.008,0.926
426,0.070,-0.047,1.008
427,0.031,-0.086,0.977
428,0.000,-0.012,0.902
429,-0.027,-0.047,0.965
430,-0.031,-0.059,0.980
431,-0.039,0.000,0.938
432,-0.059,0.004,0.949
433,0.039,-0.062,0.992
434,0.035,-0.004,0.949
435,0.062,-0.074,0.914
436,0.090,-0.113,0.992
437,0.059,0.000,0.938
438,0.012,-0.082,0.930
439,-0.012,-0.066,0.941
440,0.000,-0.012,0.965
441,-0.012,0.023,0.953
442,-0.020,0.000,0.949
443,0.004,-0.031,0.973
444,-0.016,-0.070,0.945
445,0.000,-0.031,0.949
446,0.043,-0.023,0.984
447,0.023,-0.004,0.941
448,0.055,-0.082,0.949
449,0.043,-0.113,0.961
450,0.062,-0.051,0.949
451,0.027,0.020,0.949
452,-0.035,-0.020,0.984
453,-0.062,-0.094,0.977
454,-0.074,0.008,0.918
455,-0.039,-0.031,0.992
456,-0.043,-0.090,0.977
457,0.039,0.008,0.961
458,0.066,-0.039,0.984
459,0.098,-0.070,0.992
460,0.113,-0.039,0.926
461,0.078,-0.066,0.922
462,0.070,-0.102,0.969
463,0.004,-0.062,0.953
464,-0.043,0.074,0.918
465,-0.090,-0.035,0.973
466,-0.078,-0.074,0.992
467,-0.043,0.016,0.930
468,-0.016,0.078,0.945
469,0.027,-0.043,0.992
470,0.055,-0.070,0.945
471,0.074,-0.105,0.969
472,0.070,-0.051,0.965
473,0.035,-0.070,0.965
474,0.008,-0.051,0.914
475,0.008,-0.125,0.992
476,-0.020,0.016,0.949
477,-0.023,0.066,0.949
478,-0.047,0.012,0.957
479,-0.012,-0.051,0.957
480,-0.035,-0.066,0.949
481,0.004,-0.035,0.969
482,0.043,-0.020,0.961
483,0.074,-0.074,0.961
484,0.094,-0.129,0.996
485,0.059,-0.012,0.926
486,0.020,-0.016,0.895
487,-0.008,-0.027,0.941
488,-0.012,-0.039,1.000
489,-0.047,0.008,0.957
490,-0.055,0.023,0.918
491,0.012,-0.098,1.027
492,0.008,-0.055,0.938
493,0.062,-0.078,0.980
494,0.074,0.023,0.941
495,0.027,-0.020,0.949
496,0.008,-0.102,0.977
497,-0.016,-0.055,0.945
498,-0.023,-0.027,0.949
499,-0.035,0.043,0.969
500,0.012,-0.062,0.996
501,0.004,-0.016,0.902
502,0.035,-0.109,0.996
503,0.031,0.027,0.953
504,0.000,-0.055,0.988
505,0.031,-0.066,0.953
506,0.059,-0.090,0.992
507,0.023,0.031,0.949
508,0.012,0.016,0.906
509,0.008,-0.074,0.973
510,-0.031,-0.023,0.945
511,-0.066,0.008,0.918
512,-0.012,-0.031,0.965
513,-0.004,0.012,0.941
514,0.070,-0.086,1.004
515,0.043,-0.031,0.922
516,0.102,-0.039,0.969
517,0.027,-0.059,0.957
518,0.000,-0.082,0.977
519,-0.020,-0.043,0.949
520,-0.086,0.035,0.902
521,-0.016,-0.125,1.020
522,-0.016,0.051,0.895
523,0.016,-0.027,0.969
524,0.051,0.074,0.977
525,0.031,-0.109,0.973
526,0.066,-0.102,0.934
527,0.031,-0.148,0.965
528,0.031,-0.078,0.992
529,0.027,-0.020,0.984
530,-0.039,0.035,0.926
531,0.051,-0.059,1.039
532,-0.066,0.047,0.883
533,-0.016,-0.023,0.941
534,0.004,-0.066,0.965
535,-0.023,-0.035,0.934
536,0.043,-0.004,0.965
537,0.000,-0.016,0.969
538,0.070,-0.098,0.977
539,0.027,-0.082,0.949
540,0.004,-0.016,0.918
541,0.070,-0.070,1.023
542,-0.055,0.051,0.891
543,0.051,-0.090,1.031
544,-0.020,0.055,0.930
545,-0.047,-0.055,0.938
546,0.008,-0.164,0.984
547,-0.020,-0.023,0.902
548,0.031,-0.094,1.008
549,0.008,0.027,0.969
550,0.062,-0.027,0.945
551,0.059,0.004,0.957
552,0.027,-0.078,0.988
553,0.031,-0.070,0.938
554,0.023,-0.035,0.945
555,0.023,-0.004,0.973
556,0.066,-0.047,1.012
557,0.000,-0.043,0.867
558,0.004,-0.164,0.945
559,-0.008,-0.020,0.984
560,-0.039,0.008,0.945
561,-0.020,0.082,0.934
562,-0.039,-0.039,0.996
563,0.027,-0.094,0.984
564,0.035,-0.098,0.918
565,0.047,0.004,0.914
566,0.102,-0.035,1.031
567,0.012,0.004,0.914
568,0.012,-0.137,0.961
569,-0.035,-0.086,0.949
570,-0.043,-0.020,0.945
571,0.016,0.090,0.965
572,0.000,0.000,0.969
573,0.066,-0.066,1.004
574,0.004,-0.004,0.934
575,-0.020,-0.125,0.969
576,0.035,-0.137,1.004
577,0.008,0.031,0.941
578,0.055,-0.051,1.000
579,0.016,0.043,0.949
580,0.000,-0.078,0.914
581,-0.012,-0.066,0.961
582,-0.027,-0.008,0.969
583,0.000,0.082,0.934
584,0.020,-0.023,0.984
585,0.016,-0.148,0.977
586,0.090,-0.074,0.965
587,0.023,0.020,0.895
588,0.051,-0.102,1.008
589,0.008,-0.074,0.961
590,-0.047,0.023,0.891
591,-0.012,-0.055,1.008
592,-0.066,0.023,0.938
593,0.004,-0.047,0.922
594,0.016,-0.035,0.965
595,0.055,-0.023,0.996
596,0.055,0.012,0.941
597,0.035,-0.062,0.926
598,0.078,-0.156,1.000
599,0.039,-0.066,0.938
600,0.016,-0.047,0.926
601,0.008,0.047,0.961
602,-0.047,0.020,0.996
