Sample,X,Y,Z
862,-0.082,-0.094,1.047
863,-0.137,-0.051,0.918
864,-0.148,-0.121,0.902
865,-0.059,-0.023,0.902
866,-0.113,0.137,0.891
867,0.102,-0.094,1.113
868,0.082,0.098,0.898
869,-0.012,-0.117,1.043
870,-0.070,-0.148,1.055
871,-0.234,0.066,0.840
872,-0.191,-0.109,1.039
873,-0.230,-0.035,1.000
874,-0.219,0.039,0.988
875,-0.043,0.043,1.051
876,0.016,-0.027,0.945
877,0.109,-0.066,0.988
878,0.152,-0.180,0.977
879,-0.047,-0.047,0.914
880,-0.043,-0.129,1.121
881,-0.121,-0.023,0.887
882,-0.297,0.031,0.906
883,-0.324,-0.152,1.062
884,-0.410,0.125,0.902
885,-0.328,0.062,1.004
886,-0.176,-0.027,1.004
887,-0.051,-0.023,0.941
888,0.031,0.113,0.914
889,0.102,-0.145,1.035
890,0.055,-0.117,0.953
891,0.039,-0.020,0.922
892,0.000,-0.191,1.008
893,0.023,-0.008,0.879
894,-0.016,-0.043,0.957
895,-0.129,-0.125,1.035
896,-0.199,-0.004,1.066
897,-0.289,0.051,1.043
898,-0.234,0.105,0.926
899,-0.168,-0.016,0.977
900,-0.133,0.082,0.926
901,0.008,0.086,0.910
902,-0.012,-0.129,1.008
903,0.047,-0.258,1.016
904,0.121,-0.141,0.938
905,0.113,-0.121,0.965
906,-0.008,-0.168,1.012
907,-0.078,-0.027,0.984
908,-0.152,0.172,0.922
909,-0.258,0.008,1.055
910,-0.453,-0.016,1.008
911,-0.500,0.066,0.969
912,-0.406,-0.086,1.000
913,-0.285,0.008,0.926
914,-0.160,0.004,0.934
915,-0.023,-0.051,0.926
916,0.199,0.023,0.953
917,0.332,-0.078,1.012
918,0.297,-0.102,0.949
919,0.156,-0.176,0.965
920,0.000,-0.074,0.996
921,-0.035,-0.066,0.977
922,-0.117,0.004,0.949
923,-0.219,0.059,0.988
924,-0.301,-0.008,0.996
