Sample,X,Y,Z
702,-0.031,-0.066,0.941
703,-0.043,0.020,0.949
704,-0.039,0.004,0.977
705,0.027,-0.074,0.984
706,0.016,-0.051,0.957
707,0.035,-0.059,0.941
708,0.066,-0.051,0.969
709,0.027,-0.016,0.938
710,0.039,-0.031,0.977
711,0.012,-0.035,0.965
712,-0.016,-0.070,0.938
713,-0.012,-0.055,0.906
714,-0.012,-0.008,0.945
715,-0.012,-0.035,0.988
716,-0.012,0.023,0.934
717,-0.008,-0.059,0.945
718,0.059,-0.055,1.012
719,0.031,-0.051,0.941
720,0.078,-0.020,0.949
721,0.031,-0.078,1.008
722,-0.020,-0.035,0.945
723,0.039,0.000,0.977
724,-0.039,0.070,0.906
725,-0.035,-0.102,0.992
726,-0.035,0.004,0.918
727,0.004,-0.020,0.914
728,0.055,-0.023,1.004
729,0.039,-0.023,0.973
730,0.039,-0.047,0.941
731,0.039,-0.047,0.945
732,0.020,-0.129,0.984
733,-0.004,-0.078,0.988
734,-0.023,0.047,0.934
735,-0.016,0.000,0.992
736,0.023,-0.012,1.016
737,-0.020,0.008,0.867
738,0.016,-0.078,0.910
739,0.035,-0.078,0.973
740,0.004,-0.051,0.941
741,0.020,-0.062,0.961
742,0.016,-0.059,0.953
743,0.062,-0.035,1.008
744,-0.008,-0.039,0.992
745,0.008,-0.047,0.953
746,-0.016,-0.039,0.953
747,-0.016,0.047,0.965
748,0.016,-0.086,0.988
749,0.008,-0.027,0.906
750,0.004,-0.113,0.930
751,0.023,-0.086,0.949
752,0.023,-0.059,0.941
753,-0.012,0.020,0.934
754,0.008,-0.070,1.035
755,0.023,0.008,0.957
756,0.008,0.020,0.926
757,0.027,-0.020,1.012
758,0.020,-0.086,0.965
759,0.020,-0.086,0.965
760,0.004,-0.062,0.863
761,0.027,-0.039,0.957
762,0.023,-0.039,1.004
763,-0.016,-0.082,0.906
764,0.016,-0.051,0.945
765,0.020,-0.059,1.023
766,-0.008,0.027,0.957
767,0.004,0.023,0.941
768,-0.020,-0.055,1.000
769,0.020,-0.094,0.996
770,0.008,0.027,0.855
771,0.047,-0.043,0.938
772,0.078,-0.109,1.027
