RepRapFirmware height map file v2 generated at 2025-02-26 10:21, min error -0.679, max error 0.779, mean -0.023, deviation 0.409
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,0.00,1000.00,45.00,530.00,-1.00,199.98,161.65,6,4
  0.283,  0.396,  0.635,  0.743,  0.779,  0.260
 -0.429,  0.008,  0.240, -0.223, -0.043, -0.140
 -0.667, -0.473, -0.104, -0.067, -0.043, -0.646
 -0.679, -0.128,  0.026,  0.272, -0.142, -0.417
