Sample,Timestamp,Measured Motor Steps,Target Motor Steps
224,112.07,-3734.62,-3740.17
225,112.55,-3734.61,-3740.17
226,113.09,-3734.64,-3740.17
227,113.56,-3734.61,-3740.17
228,114.10,-3734.61,-3740.17
229,114.57,-3734.62,-3740.17
230,115.04,-3734.62,-3740.17
231,115.59,-3734.61,-3740.17
232,116.06,-3734.61,-3740.17
233,116.60,-3734.61,-3740.17
234,117.07,-3734.62,-3740.17
235,117.54,-3734.59,-3740.17
236,118.07,-3734.61,-3740.17
237,118.55,-3734.59,-3740.17
238,119.04,-3734.62,-3740.17
239,119.61,-3734.62,-3740.18
240,120.08,-3734.59,-3740.18
241,120.57,-3734.59,-3740.18
242,121.05,-3734.64,-3740.19
243,121.55,-3734.59,-3740.19
244,122.10,-3734.62,-3740.20
245,122.59,-3734.59,-3740.20
246,123.07,-3734.61,-3740.21
247,123.56,-3734.63,-3740.22
248,124.11,-3734.58,-3740.23
249,124.61,-3734.62,-3740.24
250,125.08,-3734.62,-3740.25
251,125.57,-3734.63,-3740.26
252,126.05,-3734.61,-3740.27
253,126.61,-3734.61,-3740.28
254,127.10,-3734.59,-3740.30
255,127.59,-3734.64,-3740.31
256,128.07,-3734.63,-3740.33
257,128.55,-3734.59,-3740.34
258,129.12,-3734.62,-3740.36
259,129.61,-3734.63,-3740.38
260,130.08,-3734.63,-3740.39
261,130.58,-3734.58,-3740.41
262,131.06,-3734.59,-3740.43
263,131.55,-3734.59,-3740.45
264,132.10,-3734.67,-3740.48
265,132.59,-3734.59,-3740.50
266,133.07,-3734.59,-3740.52
267,133.56,-3734.59,-3740.54
268,134.04,-3734.63,-3740.57
269,134.61,-3734.61,-3740.59
270,135.09,-3734.63,-3740.62
271,135.58,-3734.66,-3740.65
272,136.06,-3734.67,-3740.67
273,136.55,-3734.63,-3740.70
274,137.11,-3734.64,-3740.73
275,137.60,-3734.62,-3740.76
276,138.07,-3734.66,-3740.79
277,138.57,-3734.64,-3740.82
278,139.05,-3734.56,-3740.85
279,139.55,-3734.66,-3740.89
280,140.11,-3734.63,-3740.92
281,140.59,-3734.63,-3740.96
282,141.08,-3734.67,-3740.99
283,141.57,-3734.66,-3741.03
284,142.05,-3734.63,-3741.06
285,142.54,-3734.64,-3741.10
286,143.10,-3734.63,-3741.14
287,143.59,-3734.68,-3741.18
288,144.06,-3734.68,-3741.22
289,144.56,-3734.66,-3741.26
290,145.04,-3734.72,-3741.30
291,145.60,-3734.68,-3741.35
292,146.09,-3734.72,-3741.39
293,146.57,-3734.70,-3741.43
294,147.05,-3734.74,-3741.48
295,147.54,-3734.75,-3741.52
296,148.09,-3734.78,-3741.57
297,148.59,-3734.79,-3741.62
298,149.07,-3734.81,-3741.66
299,149.55,-3734.80,-3741.71
300,150.11,-3734.78,-3741.77
301,150.59,-3734.80,-3741.81
302,151.08,-3734.86,-3741.86
303,151.57,-3734.86,-3741.92
304,152.05,-3734.90,-3741.97
305,152.54,-3734.91,-3742.02
306,153.10,-3734.91,-3742.08
307,153.59,-3734.91,-3742.13
308,154.07,-3734.94,-3742.19
309,154.56,-3735.00,-3742.24
310,155.04,-3735.00,-3742.30
311,155.61,-3735.02,-3742.36
312,156.09,-3735.07,-3742.42
313,156.58,-3735.11,-3742.48
314,157.06,-3735.11,-3742.53
315,157.55,-3735.17,-3742.59
316,158.11,-3735.16,-3742.66
317,158.60,-3735.21,-3742.73
318,159.08,-3735.23,-3742.79
319,159.57,-3735.25,-3742.85
320,160.04,-3735.30,-3742.91
321,160.61,-3735.35,-3742.99
322,161.10,-3735.34,-3743.05
323,161.58,-3735.45,-3743.12
324,162.06,-3735.44,-3743.18
325,162.55,-3735.47,-3743.25
326,163.12,-3735.47,-3743.33
327,163.61,-3735.50,-3743.40
328,164.09,-3735.53,-3743.47
329,164.58,-3735.57,-3743.54
330,165.06,-3735.60,-3743.61
331,165.55,-3735.64,-3743.68
332,166.11,-3735.71,-3743.76
333,166.59,-3735.67,-3743.84
334,167.08,-3735.73,-3743.91
335,167.57,-3735.73,-3743.99
336,168.05,-3735.73,-3744.06
337,168.54,-3735.77,-3744.14
338,169.11,-3735.75,-3744.22
339,169.59,-3735.78,-3744.30
340,170.07,-3735.83,-3744.38
341,170.56,-3735.83,-3744.46
342,171.04,-3735.88,-3744.54
343,171.61,-3735.89,-3744.63
344,172.09,-3735.86,-3744.71
345,172.58,-3735.90,-3744.80
346,173.05,-3735.86,-3744.88
347,173.54,-3735.93,-3744.96
348,174.10,-3735.95,-3745.06
349,174.59,-3735.96,-3745.15
350,175.07,-3735.99,-3745.23
351,175.56,-3735.96,-3745.32
352,176.04,-3735.96,-3745.40
353,176.61,-3736.04,-3745.51
354,177.10,-3736.06,-3745.60
355,177.59,-3736.06,-3745.69
356,178.06,-3736.06,-3745.78
357,178.55,-3736.10,-3745.87
358,179.11,-3736.15,-3745.97
359,179.60,-3736.11,-3746.07
360,180.07,-3736.16,-3746.16
361,180.56,-3736.17,-3746.25
362,181.04,-3736.25,-3746.35
363,181.61,-3736.27,-3746.46
364,182.10,-3736.30,-3746.56
365,182.59,-3736.35,-3746.65
366,183.07,-3736.41,-3746.75
367,183.55,-3736.43,-3746.85
368,184.11,-3736.47,-3746.97
369,184.60,-3736.54,-3747.07
370,185.09,-3736.58,-3747.17
371,185.57,-3736.62,-3747.27
372,186.05,-3736.69,-3747.37
373,186.61,-3736.69,-3747.49
374,187.09,-3736.77,-3747.59
375,187.58,-3736.82,-3747.70
376,188.05,-3736.88,-3747.80
377,188.54,-3736.91,-3747.91
378,189.11,-3737.01,-3748.03
379,189.60,-3737.06,-3748.14
380,190.08,-3737.12,-3748.25
381,190.57,-3737.18,-3748.36
382,191.05,-3737.23,-3748.46
383,191.61,-3737.30,-3748.59
384,192.09,-3737.33,-3748.69
385,192.58,-3737.38,-3748.80
386,193.06,-3737.48,-3748.90
387,193.55,-3737.54,-3749.00
388,194.11,-3737.60,-3749.12
389,194.60,-3737.63,-3749.22
390,195.08,-3737.67,-3749.32
391,195.57,-3737.76,-3749.42
392,196.05,-3737.77,-3749.52
393,196.61,-3737.84,-3749.64
394,197.09,-3737.87,-3749.73
395,197.58,-3737.89,-3749.83
396,198.06,-3737.94,-3749.93
397,198.55,-3737.94,-3750.02
398,199.12,-3737.96,-3750.13
399,199.61,-3737.98,-3750.23
400,200.08,-3738.02,-3750.32
401,200.57,-3738.06,-3750.41
402,201.05,-3738.05,-3750.50
403,201.54,-3738.11,-3750.59
404,202.10,-3738.10,-3750.70
405,202.59,-3738.09,-3750.79
406,203.07,-3738.13,-3750.88
407,203.56,-3738.11,-3750.96
408,204.11,-3738.15,-3751.06
409,204.61,-3738.13,-3751.15
410,205.09,-3738.18,-3751.24
411,205.57,-3738.17,-3751.32
412,206.05,-3738.20,-3751.41
413,206.54,-3738.20,-3751.49
414,207.10,-3738.20,-3751.59
415,207.59,-3738.21,-3751.67
416,208.07,-3738.26,-3751.75
417,208.56,-3738.28,-3751.83
418,209.05,-3738.28,-3751.91
419,209.60,-3738.33,-3752.00
420,210.08,-3738.32,-3752.07
421,210.56,-3738.34,-3752.15
422,211.04,-3738.37,-3752.23
423,211.61,-3738.38,-3752.32
424,212.09,-3738.39,-3752.39
425,212.58,-3738.40,-3752.47
426,213.06,-3738.43,-3752.54
427,213.54,-3738.46,-3752.61
428,214.10,-3738.50,-3752.69
429,214.59,-3738.51,-3752.77
430,215.07,-3738.55,-3752.84
431,215.56,-3738.53,-3752.91
432,216.04,-3738.60,-3752.97
433,216.61,-3738.59,-3753.05
434,217.10,-3738.66,-3753.12
435,217.59,-3738.71,-3753.19
436,218.06,-3738.73,-3753.25
437,218.55,-3738.75,-3753.32
438,219.11,-3738.77,-3753.39
439,219.60,-3738.77,-3753.46
440,220.07,-3738.83,-3753.52
441,220.57,-3738.82,-3753.58
442,221.05,-3738.84,-3753.64
443,221.62,-3738.90,-3753.71
444,222.10,-3738.95,-3753.77
445,222.59,-3738.94,-3753.83
446,223.07,-3738.93,-3753.89
447,223.55,-3739.00,-3753.95
448,224.11,-3739.00,-3754.01
449,224.60,-3739.00,-3754.07
450,225.08,-3739.05,-3754.12
451,225.57,-3739.07,-3754.18
452,226.05,-3739.12,-3754.23
453,226.54,-3739.12,-3754.29
454,227.11,-3739.15,-3754.35
455,227.60,-3739.18,-3754.40
456,228.07,-3739.17,-3754.45
457,228.56,-3739.21,-3754.50
458,229.04,-3739.25,-3754.55
459,229.61,-3739.25,-3754.61
460,230.10,-3739.29,-3754.65
461,230.59,-3739.31,-3754.70
462,231.07,-3739.36,-3754.75
463,231.55,-3739.36,-3754.79
464,232.11,-3739.38,-3754.84
465,232.60,-3739.40,-3754.89
466,233.08,-3739.42,-3754.93
467,233.57,-3739.49,-3754.97
468,234.05,-3739.48,-3755.01
469,234.61,-3739.45,-3755.06
470,235.09,-3739.53,-3755.10
471,235.59,-3739.56,-3755.14
472,236.06,-3739.55,-3755.18
473,236.55,-3739.54,-3755.22
474,237.11,-3739.54,-3755.26
475,237.60,-3739.58,-3755.30
476,238.08,-3739.60,-3755.33
477,238.57,-3739.59,-3755.37
478,239.06,-3739.60,-3755.40
479,239.55,-3739.56,-3755.43
480,240.11,-3739.59,-3755.47
481,240.60,-3739.61,-3755.50
482,241.09,-3739.59,-3755.54
483,241.58,-3739.60,-3755.57
484,242.06,-3739.60,-3755.60
485,242.55,-3739.60,-3755.62
486,243.11,-3739.59,-3755.66
487,243.60,-3739.56,-3755.68
488,244.08,-3739.59,-3755.71
489,244.57,-3739.60,-3755.74
490,245.05,-3739.59,-3755.76
491,245.54,-3739.59,-3755.79
492,246.09,-3739.59,-3755.81
493,246.59,-3739.60,-3755.84
494,247.07,-3739.58,-3755.86
495,247.56,-3739.59,-3755.88
Data lost
